Date,StockCode,Description,Country,QuantitySold,Revenue,UnitPrice
2011-09-25,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Australia,12,35.400000000000006,2.95
2011-09-25,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,138,375.1,2.85
2011-09-26,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,6,17.700000000000003,2.95
2011-09-26,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,12,35.400000000000006,2.95
2011-09-27,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,58,162.46,3.6060000000000003
2011-09-28,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,7,23.490000000000002,4.37
2011-09-29,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,39,115.05000000000001,2.95
2011-09-30,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,23,67.85000000000001,2.95
2011-10-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,14,41.300000000000004,2.95
2011-10-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,69,206.39000000000004,3.2655555555555558
2011-10-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,307,801.01,3.27
2011-10-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Channel Islands,12,35.400000000000006,2.95
2011-10-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,58,155.10000000000002,2.8833333333333333
2011-10-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,73,202.19000000000003,3.2985714285714285
2011-10-07,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,16,50.88000000000001,3.87
2011-10-09,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,2,5.9,2.95
2011-10-10,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,118,321.78,3.171818181818182
2011-10-11,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,106,287.22,3.97
2011-10-12,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,74,205.14000000000001,3.356666666666667
2011-10-13,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,65,175.75,2.87
2011-10-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,44,113.8,2.8166666666666664
2011-10-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,69,179.54999999999998,2.85
2011-10-17,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,62,182.90000000000003,2.95
2011-10-18,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,10,45.38,4.822
2011-10-19,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,24,70.80000000000001,2.95
2011-10-19,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,23,73.53,3.518
2011-10-20,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,119,319.05,2.835714285714286
2011-10-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,82,225.90000000000003,2.85
2011-10-23,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.7,2.95
2011-10-24,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,55,165.09000000000003,3.355714285714286
2011-10-25,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,52,137.4,2.8166666666666664
2011-10-26,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,43,110.85,2.75
2011-10-27,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,60,177.00000000000003,2.9500000000000006
2011-10-28,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,28,119.4,3.87
2011-10-30,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,84,231.8,2.91
2011-10-31,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,44,175.76,3.99
2011-11-01,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,178,461.1,2.8166666666666664
2011-11-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,165,447.79,3.51
2011-11-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Spain,6,17.700000000000003,2.95
2011-11-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,32,100.08000000000001,3.518
2011-11-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,France,1,2.95,2.95
2011-11-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,86,265.46000000000004,3.5063636363636363
2011-11-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,48,141.6,2.95
2011-11-07,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,204,1285.8,3.45
2011-11-08,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,76,253.84,4.0227272727272725
2011-11-09,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,France,6,17.700000000000003,2.95
2011-11-09,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,147,388.49,3.2414285714285715
2011-11-10,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,France,6,17.700000000000003,2.95
2011-11-10,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,161,461.79,3.1242857142857146
2011-11-11,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,58,237.78,4.17
2011-11-13,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,22,64.9,2.9500000000000006
2011-11-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,417,2186.55,3.793636363636364
2011-11-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,179,530.33,3.2864705882352943
2011-11-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,119,369.13000000000005,3.478
2011-11-17,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,159,445.57,3.095714285714286
2011-11-18,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,214,633.14,3.304666666666667
2011-11-20,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,128,345.6,2.8772727272727274
2011-11-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,103,290.69,3.112666666666667
2011-11-22,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,269,835.55,3.6966666666666668
2011-11-23,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,307,834.1700000000001,3.0700000000000003
2011-11-24,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Australia,20,59.0,2.95
2011-11-24,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,121,347.67,3.478
2011-11-25,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,185,551.47,3.856666666666667
2011-11-27,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,38,115.78000000000002,3.358888888888889
2011-11-28,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,151,423.01,3.56
2011-11-29,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,162,574.38,3.6084615384615386
2011-11-30,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,59,237.77,3.6744444444444446
2011-12-01,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,99,304.45,3.1533333333333338
2011-12-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,97,384.73,3.307058823529412
2011-12-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,30,125.30000000000001,3.563333333333334
2011-12-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Channel Islands,6,17.700000000000003,2.95
2011-12-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,154,476.26000000000005,3.3563157894736846
2011-12-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,87,287.13,3.5063636363636363
2011-12-07,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,187,487.65,2.79
2011-12-08,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,166,540.0600000000001,3.6540000000000004
2011-12-09,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,36,140.28000000000003,4.37
2010-12-01,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,48,32.24,0.7933333333333333
2010-12-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,Germany,24,13.200000000000001,0.55
2010-12-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,146,80.30000000000001,0.55
2010-12-03,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2010-12-03,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,95,107.19,0.935
2010-12-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,76,41.800000000000004,0.55
2010-12-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,35,30.200000000000003,0.769
2010-12-06,22952,72 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2010-12-07,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,73,100.44000000000001,1.158
2010-12-08,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,110,61.96000000000001,0.6960000000000001
2010-12-09,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,78,42.900000000000006,0.55
2010-12-10,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,86,91.18,0.93
2010-12-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,147,67.44,0.75
2010-12-14,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,34,20.28,0.866
2010-12-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,144,63.6,0.485
2010-12-16,22952,60 CAKE CASES VINTAGE CHRISTMAS,Finland,144,63.6,0.485
2010-12-16,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,25,13.750000000000002,0.55
2010-12-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,11,14.08,1.28
2010-12-19,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2010-12-20,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2010-12-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.28,1.28
2011-01-04,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.28,1.28
2011-01-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,4,5.12,1.28
2011-01-07,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.28,1.28
2011-01-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-01-27,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,2,2.5,1.25
2011-02-09,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-02-22,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-02-28,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-03-22,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-04-07,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-04-26,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-05-12,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,0.55,0.55
2011-06-14,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-06-16,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-06-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-06-26,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,2,1.1,0.55
2011-06-30,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-07-03,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,26,14.3,0.55
2011-07-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-07-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,120,50.4,0.42
2011-07-11,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,48,26.400000000000002,0.55
2011-07-12,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,2.08,2.08
2011-07-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,5,2.75,0.55
2011-07-14,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,0.55,0.55
2011-07-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,0.55,0.55
2011-07-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,120,50.4,0.42
2011-07-20,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,6,5.4,0.7833333333333333
2011-07-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,27,17.91,1.315
2011-07-24,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,4,2.2,0.55
2011-07-25,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,146,66.1,0.8674999999999999
2011-07-27,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,1.25,1.25
2011-07-28,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,264,114.0,0.485
2011-07-28,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-07-29,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-07-31,22952,60 CAKE CASES VINTAGE CHRISTMAS,Sweden,240,132.0,0.55
2011-07-31,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,144,63.6,0.485
2011-08-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-04,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,240,100.8,0.42
2011-08-04,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-08,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,48,26.400000000000002,0.55
2011-08-10,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-11,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,29,23.6,1.315
2011-08-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,4,2.2,0.55
2011-08-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,4,8.32,2.08
2011-08-18,22952,60 CAKE CASES VINTAGE CHRISTMAS,Australia,240,100.8,0.42
2011-08-18,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-19,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,3,1.6500000000000001,0.55
2011-08-22,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1,0.55,0.55
2011-08-22,22952,60 CAKE CASES VINTAGE CHRISTMAS,Unspecified,36,19.8,0.55
2011-08-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-24,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,31,18.580000000000002,0.9325000000000001
2011-08-25,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,2,1.1,0.55
2011-08-26,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-08-30,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,7,8.75,1.25
2011-09-01,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,360,151.2,0.42
2011-09-01,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,72,39.6,0.55
2011-09-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,31,19.150000000000002,0.9
2011-09-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,264,129.6,0.5283333333333333
2011-09-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,72,39.6,0.55
2011-09-07,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,121,51.65,0.835
2011-09-08,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-09-09,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,146,66.1,0.7399999999999999
2011-09-11,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,96,52.800000000000004,0.55
2011-09-12,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,72,39.6,0.55
2011-09-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,Sweden,240,132.0,0.55
2011-09-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,723,308.64,1.25
2011-09-14,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,49,26.950000000000003,0.55
2011-09-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,62,39.39,0.9216666666666667
2011-09-16,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,123,72.24000000000001,0.9325000000000001
2011-09-18,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,58,31.900000000000002,0.55
2011-09-19,22952,60 CAKE CASES VINTAGE CHRISTMAS,Channel Islands,24,13.200000000000001,0.55
2011-09-19,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,50,27.5,0.55
2011-09-20,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,125,73.34,0.805
2011-09-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,50,28.900000000000002,0.9
2011-09-22,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,178,97.9,0.55
2011-09-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,120,50.4,0.42
2011-09-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,Germany,48,26.400000000000002,0.55
2011-09-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,199,96.08,0.85
2011-09-25,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,67,36.85,0.55
2011-09-26,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,48,26.400000000000002,0.55
2011-09-27,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,80,52.92,0.9960000000000001
2011-09-28,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,98,55.300000000000004,0.7833333333333333
2011-09-29,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,104,62.800000000000004,0.7250000000000001
2011-09-30,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,7,5.380000000000001,1.315
2011-10-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,3,1.6500000000000001,0.55
2011-10-03,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,124,71.0,0.7833333333333333
2011-10-04,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,175,88.17,0.9500000000000001
2011-10-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,Channel Islands,48,26.400000000000002,0.55
2011-10-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,55,30.250000000000004,0.55
2011-10-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,124,68.2,0.55
2011-10-07,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,51,29.450000000000003,0.7250000000000001
2011-10-09,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,57,31.350000000000005,0.55
2011-10-10,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,42,33.81,0.805
2011-10-11,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,74,42.1,1.0166666666666666
2011-10-12,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,51,28.75,0.7250000000000001
2011-10-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,Belgium,24,13.200000000000001,0.55
2011-10-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,99,59.040000000000006,0.8560000000000001
2011-10-14,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,24,13.200000000000001,0.55
2011-10-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,Sweden,480,201.6,0.42
2011-10-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,169,94.48,0.7685714285714286
2011-10-18,22952,60 CAKE CASES VINTAGE CHRISTMAS,Spain,24,13.200000000000001,0.55
2011-10-18,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,50,27.500000000000004,0.55
2011-10-19,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2011-10-19,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,57,43.59,0.9325000000000001
2011-10-20,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2011-10-20,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,217,119.35000000000001,0.55
2011-10-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2011-10-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,480,264.0,0.55
2011-10-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,2,1.1,0.55
2011-10-24,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,105,61.510000000000005,0.8685714285714285
2011-10-25,22952,60 CAKE CASES VINTAGE CHRISTMAS,Germany,24,13.200000000000001,0.55
2011-10-25,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,69,39.35,0.6500000000000001
2011-10-26,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,342,203.40000000000003,0.8560000000000001
2011-10-27,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,65,36.45,0.6900000000000001
2011-10-28,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,346,159.1,0.5175000000000001
2011-10-30,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,299,133.25,0.5066666666666667
2011-10-31,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2011-10-31,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,26,42.46,1.9140000000000001
2011-11-01,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,136,59.2,0.524
2011-11-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,Netherlands,24,13.200000000000001,0.55
2011-11-02,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,28,16.8,0.9
2011-11-03,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,125,72.25,0.6900000000000001
2011-11-04,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,125,68.75,0.55
2011-11-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,Norway,24,13.200000000000001,0.55
2011-11-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,Sweden,24,13.200000000000001,0.55
2011-11-06,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,32,17.6,0.55
2011-11-07,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,301,407.48,1.046
2011-11-08,22952,60 CAKE CASES VINTAGE CHRISTMAS,France,24,13.200000000000001,0.55
2011-11-08,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,188,112.50000000000001,0.7115384615384616
2011-11-09,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2011-11-09,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,84,49.7,0.6500000000000001
2011-11-10,22952,60 CAKE CASES VINTAGE CHRISTMAS,France,24,13.200000000000001,0.55
2011-11-10,22952,60 CAKE CASES VINTAGE CHRISTMAS,Spain,24,13.200000000000001,0.55
2011-11-10,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,201,110.55000000000001,0.55
2011-11-11,22952,60 CAKE CASES VINTAGE CHRISTMAS,Germany,24,13.200000000000001,0.55
2011-11-11,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,63,66.83,1.0685714285714287
2011-11-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,288,127.2,0.485
2011-11-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,51,28.05,0.55
2011-11-14,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,438,471.3,0.74
2011-11-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,62,82.80000000000001,1.0383333333333333
2011-11-16,22952,60 CAKE CASES VINTAGE CHRISTMAS,Germany,24,13.200000000000001,0.55
2011-11-16,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,178,103.5,0.7055555555555556
2011-11-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,Denmark,24,13.200000000000001,0.55
2011-11-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,EIRE,24,13.200000000000001,0.55
2011-11-17,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,147,83.65,0.6666666666666666
2011-11-18,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,143,145.01000000000002,0.9216666666666667
2011-11-20,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,48,26.400000000000002,0.55
2011-11-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,Germany,24,13.200000000000001,0.55
2011-11-21,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,55,30.950000000000003,0.62
2011-11-22,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,277,196.6,0.7653846153846154
2011-11-23,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,94,51.7,0.55
2011-11-24,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,40,26.200000000000003,0.8300000000000001
2011-11-25,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,95,132.25,0.9685714285714286
2011-11-27,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,34,41.650000000000006,0.7685714285714287
2011-11-28,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,200,96.5,0.645
2011-11-29,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,241,186.41000000000003,0.9685714285714286
2011-11-30,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,394,216.02,0.8830769230769231
